t, c	M(t), рад	E(t), рад	Theta(t), рад	
0	0		0		0
37704	5.48382	4.83171	4.08954
37705	5.48397	4.83187	4.08967
37706	5.48412	4.83203	4.0898
37707	5.48426	4.83219	4.08993
37708	5.48441	4.83234	4.09006
37709	5.48455	4.8325	4.09019
37710	5.4847	4.83266	4.09032
37711	5.48484	4.83282	4.09045
37712	5.48499	4.83298	4.09057
37713	5.48513	4.83313	4.0907
37714	5.48528	4.83329	4.09083
37715	5.48542	4.83345	4.09096
37716	5.48557	4.83361	4.09109
37717	5.48572	4.83376	4.09122
37718	5.48586	4.83392	4.09135
37719	5.48601	4.83408	4.09148
37720	5.48615	4.83424	4.09161
37721	5.4863	4.8344	4.09174
37722	5.48644	4.83456	4.09187
37723	5.48659	4.83471	4.092
37724	5.48673	4.83487	4.09213
37725	5.48688	4.83503	4.09226
37726	5.48702	4.83519	4.09239
37727	5.48717	4.83535	4.09252
37728	5.48732	4.8355	4.09265
37729	5.48746	4.83566	4.09278
37730	5.48761	4.83582	4.09291
37731	5.48775	4.83598	4.09304
37732	5.4879	4.83614	4.09317
37733	5.48804	4.8363	4.0933
37734	5.48819	4.83645	4.09343
37735	5.48833	4.83661	4.09356
37736	5.48848	4.83677	4.09369
37737	5.48862	4.83693	4.09382
37738	5.48877	4.83709	4.09395
37739	5.48892	4.83725	4.09408
37740	5.48906	4.8374	4.09421
37741	5.48921	4.83756	4.09434
37742	5.48935	4.83772	4.09447
37743	5.4895	4.83788	4.0946
37744	5.48964	4.83804	4.09473
37745	5.48979	4.8382	4.09486
37746	5.48993	4.83835	4.09499
37747	5.49008	4.83851	4.09512
37748	5.49022	4.83867	4.09525
37749	5.49037	4.83883	4.09538
37750	5.49051	4.83899	4.09551
37751	5.49066	4.83915	4.09564
37752	5.49081	4.83931	4.09577
37753	5.49095	4.83946	4.0959
37754	5.4911	4.83962	4.09603
37755	5.49124	4.83978	4.09616
37756	5.49139	4.83994	4.09629
37757	5.49153	4.8401	4.09642
37758	5.49168	4.84026	4.09655
37759	5.49182	4.84042	4.09668
37760	5.49197	4.84058	4.09681
37761	5.49211	4.84073	4.09695
37762	5.49226	4.84089	4.09708
37763	5.49241	4.84105	4.09721
37764	5.49255	4.84121	4.09734
37765	5.4927	4.84137	4.09747
37766	5.49284	4.84153	4.0976
37767	5.49299	4.84169	4.09773
37768	5.49313	4.84185	4.09786
37769	5.49328	4.84201	4.09799
37770	5.49342	4.84216	4.09812
37771	5.49357	4.84232	4.09825
37772	5.49371	4.84248	4.09839
37773	5.49386	4.84264	4.09852
37774	5.49401	4.8428	4.09865
37775	5.49415	4.84296	4.09878
37776	5.4943	4.84312	4.09891
37777	5.49444	4.84328	4.09904
37778	5.49459	4.84344	4.09917
37779	5.49473	4.8436	4.0993
37780	5.49488	4.84375	4.09943
37781	5.49502	4.84391	4.09957
37782	5.49517	4.84407	4.0997
37783	5.49531	4.84423	4.09983
37784	5.49546	4.84439	4.09996
37785	5.49561	4.84455	4.10009
37786	5.49575	4.84471	4.10022
37787	5.4959	4.84487	4.10035
37788	5.49604	4.84503	4.10049
37789	5.49619	4.84519	4.10062
37790	5.49633	4.84535	4.10075
37791	5.49648	4.84551	4.10088
37792	5.49662	4.84567	4.10101
37793	5.49677	4.84583	4.10114
37794	5.49691	4.84598	4.10128
37795	5.49706	4.84614	4.10141
37796	5.49721	4.8463	4.10154
37797	5.49735	4.84646	4.10167
37798	5.4975	4.84662	4.1018
37799	5.49764	4.84678	4.10193
37800	5.49779	4.84694	4.10207
37801	5.49793	4.8471	4.1022
37802	5.49808	4.84726	4.10233
37803	5.49822	4.84742	4.10246
37804	5.49837	4.84758	4.10259
37805	5.49851	4.84774	4.10273
37806	5.49866	4.8479	4.10286
37807	5.49881	4.84806	4.10299
37808	5.49895	4.84822	4.10312
37809	5.4991	4.84838	4.10325
37810	5.49924	4.84854	4.10339
37811	5.49939	4.8487	4.10352
37812	5.49953	4.84886	4.10365
37813	5.49968	4.84902	4.10378
37814	5.49982	4.84918	4.10392
37815	5.49997	4.84934	4.10405
37816	5.50011	4.8495	4.10418
37817	5.50026	4.84966	4.10431
37818	5.50041	4.84981	4.10445
37819	5.50055	4.84997	4.10458
37820	5.5007	4.85013	4.10471
37821	5.50084	4.85029	4.10484
37822	5.50099	4.85045	4.10498
37823	5.50113	4.85061	4.10511
37824	5.50128	4.85077	4.10524
37825	5.50142	4.85093	4.10537
37826	5.50157	4.85109	4.10551
37827	5.50171	4.85125	4.10564
37828	5.50186	4.85141	4.10577
37829	5.50201	4.85157	4.1059
37830	5.50215	4.85173	4.10604
37831	5.5023	4.85189	4.10617
37832	5.50244	4.85205	4.1063
37833	5.50259	4.85221	4.10644
37834	5.50273	4.85237	4.10657
37835	5.50288	4.85253	4.1067
37836	5.50302	4.85269	4.10683
37837	5.50317	4.85285	4.10697
37838	5.50331	4.85302	4.1071
37839	5.50346	4.85318	4.10723
37840	5.5036	4.85334	4.10737
37841	5.50375	4.8535	4.1075
37842	5.5039	4.85366	4.10763
37843	5.50404	4.85382	4.10777
37844	5.50419	4.85398	4.1079
37845	5.50433	4.85414	4.10803
37846	5.50448	4.8543	4.10817
37847	5.50462	4.85446	4.1083
37848	5.50477	4.85462	4.10843
37849	5.50491	4.85478	4.10857
37850	5.50506	4.85494	4.1087
37851	5.5052	4.8551	4.10883
37852	5.50535	4.85526	4.10897
37853	5.5055	4.85542	4.1091
37854	5.50564	4.85558	4.10923
37855	5.50579	4.85574	4.10937
37856	5.50593	4.8559	4.1095
37857	5.50608	4.85606	4.10963
37858	5.50622	4.85622	4.10977
37859	5.50637	4.85638	4.1099
37860	5.50651	4.85654	4.11003
37861	5.50666	4.8567	4.11017
37862	5.5068	4.85686	4.1103
37863	5.50695	4.85703	4.11044
37864	5.5071	4.85719	4.11057
37865	5.50724	4.85735	4.1107
37866	5.50739	4.85751	4.11084
37867	5.50753	4.85767	4.11097
37868	5.50768	4.85783	4.11111
37869	5.50782	4.85799	4.11124
37870	5.50797	4.85815	4.11137
37871	5.50811	4.85831	4.11151
37872	5.50826	4.85847	4.11164
37873	5.5084	4.85863	4.11178
37874	5.50855	4.85879	4.11191
37875	5.5087	4.85895	4.11204
37876	5.50884	4.85912	4.11218
37877	5.50899	4.85928	4.11231
37878	5.50913	4.85944	4.11245
37879	5.50928	4.8596	4.11258
37880	5.50942	4.85976	4.11272
37881	5.50957	4.85992	4.11285
37882	5.50971	4.86008	4.11298
37883	5.50986	4.86024	4.11312
37884	5.51	4.8604	4.11325
37885	5.51015	4.86056	4.11339
37886	5.5103	4.86073	4.11352
37887	5.51044	4.86089	4.11366
37888	5.51059	4.86105	4.11379
37889	5.51073	4.86121	4.11393
37890	5.51088	4.86137	4.11406
37891	5.51102	4.86153	4.11419
37892	5.51117	4.86169	4.11433
37893	5.51131	4.86185	4.11446
37894	5.51146	4.86201	4.1146
37895	5.5116	4.86218	4.11473
37896	5.51175	4.86234	4.11487
37897	5.5119	4.8625	4.115
37898	5.51204	4.86266	4.11514
37899	5.51219	4.86282	4.11527
37900	5.51233	4.86298	4.11541
37901	5.51248	4.86314	4.11554
37902	5.51262	4.86331	4.11568
37903	5.51277	4.86347	4.11581
37904	5.51291	4.86363	4.11595
37905	5.51306	4.86379	4.11608
37906	5.5132	4.86395	4.11622
37907	5.51335	4.86411	4.11635
37908	5.5135	4.86427	4.11649
37909	5.51364	4.86444	4.11662
37910	5.51379	4.8646	4.11676
37911	5.51393	4.86476	4.11689
37912	5.51408	4.86492	4.11703
37913	5.51422	4.86508	4.11717
37914	5.51437	4.86524	4.1173
37915	5.51451	4.8654	4.11744
37916	5.51466	4.86557	4.11757
37917	5.5148	4.86573	4.11771
37918	5.51495	4.86589	4.11784
37919	5.51509	4.86605	4.11798
37920	5.51524	4.86621	4.11811
37921	5.51539	4.86637	4.11825
37922	5.51553	4.86654	4.11839
37923	5.51568	4.8667	4.11852
37924	5.51582	4.86686	4.11866
37925	5.51597	4.86702	4.11879
37926	5.51611	4.86718	4.11893
37927	5.51626	4.86735	4.11906
37928	5.5164	4.86751	4.1192
37929	5.51655	4.86767	4.11934
37930	5.51669	4.86783	4.11947
37931	5.51684	4.86799	4.11961
37932	5.51699	4.86816	4.11974
37933	5.51713	4.86832	4.11988
37934	5.51728	4.86848	4.12002
37935	5.51742	4.86864	4.12015
37936	5.51757	4.8688	4.12029
37937	5.51771	4.86897	4.12042
37938	5.51786	4.86913	4.12056
37939	5.518	4.86929	4.1207
37940	5.51815	4.86945	4.12083
37941	5.51829	4.86961	4.12097
37942	5.51844	4.86978	4.1211
37943	5.51859	4.86994	4.12124
37944	5.51873	4.8701	4.12138
37945	5.51888	4.87026	4.12151
37946	5.51902	4.87042	4.12165
37947	5.51917	4.87059	4.12179
37948	5.51931	4.87075	4.12192
37949	5.51946	4.87091	4.12206
37950	5.5196	4.87107	4.1222
37951	5.51975	4.87124	4.12233
37952	5.51989	4.8714	4.12247
37953	5.52004	4.87156	4.12261
37954	5.52019	4.87172	4.12274
37955	5.52033	4.87188	4.12288
37956	5.52048	4.87205	4.12302
37957	5.52062	4.87221	4.12315
37958	5.52077	4.87237	4.12329
37959	5.52091	4.87253	4.12343
37960	5.52106	4.8727	4.12356
37961	5.5212	4.87286	4.1237
37962	5.52135	4.87302	4.12384
37963	5.52149	4.87318	4.12397
37964	5.52164	4.87335	4.12411
37965	5.52179	4.87351	4.12425
37966	5.52193	4.87367	4.12438
37967	5.52208	4.87383	4.12452
37968	5.52222	4.874	4.12466
37969	5.52237	4.87416	4.1248
37970	5.52251	4.87432	4.12493
37971	5.52266	4.87449	4.12507
37972	5.5228	4.87465	4.12521
37973	5.52295	4.87481	4.12534
37974	5.52309	4.87497	4.12548
37975	5.52324	4.87514	4.12562
37976	5.52339	4.8753	4.12576
37977	5.52353	4.87546	4.12589
37978	5.52368	4.87562	4.12603
37979	5.52382	4.87579	4.12617
37980	5.52397	4.87595	4.12631
37981	5.52411	4.87611	4.12644
37982	5.52426	4.87628	4.12658
37983	5.5244	4.87644	4.12672
37984	5.52455	4.8766	4.12686
37985	5.52469	4.87676	4.12699
37986	5.52484	4.87693	4.12713
37987	5.52499	4.87709	4.12727
37988	5.52513	4.87725	4.12741
37989	5.52528	4.87742	4.12755
37990	5.52542	4.87758	4.12768
37991	5.52557	4.87774	4.12782
37992	5.52571	4.87791	4.12796
37993	5.52586	4.87807	4.1281
37994	5.526	4.87823	4.12824
37995	5.52615	4.8784	4.12837
37996	5.52629	4.87856	4.12851
37997	5.52644	4.87872	4.12865
37998	5.52659	4.87888	4.12879
37999	5.52673	4.87905	4.12893
38000	5.52688	4.87921	4.12906
38001	5.52702	4.87937	4.1292
38002	5.52717	4.87954	4.12934
38003	5.52731	4.8797	4.12948
38004	5.52746	4.87986	4.12962
38005	5.5276	4.88003	4.12975
38006	5.52775	4.88019	4.12989
38007	5.52789	4.88035	4.13003
38008	5.52804	4.88052	4.13017
38009	5.52818	4.88068	4.13031
38010	5.52833	4.88084	4.13045
38011	5.52848	4.88101	4.13059
38012	5.52862	4.88117	4.13072
38013	5.52877	4.88134	4.13086
38014	5.52891	4.8815	4.131
38015	5.52906	4.88166	4.13114
38016	5.5292	4.88183	4.13128
38017	5.52935	4.88199	4.13142
38018	5.52949	4.88215	4.13156
38019	5.52964	4.88232	4.13169
38020	5.52978	4.88248	4.13183
38021	5.52993	4.88264	4.13197
38022	5.53008	4.88281	4.13211
38023	5.53022	4.88297	4.13225
38024	5.53037	4.88313	4.13239
38025	5.53051	4.8833	4.13253
38026	5.53066	4.88346	4.13267
38027	5.5308	4.88363	4.13281
38028	5.53095	4.88379	4.13295
38029	5.53109	4.88395	4.13308
38030	5.53124	4.88412	4.13322
38031	5.53138	4.88428	4.13336
38032	5.53153	4.88445	4.1335
38033	5.53168	4.88461	4.13364
38034	5.53182	4.88477	4.13378
38035	5.53197	4.88494	4.13392
38036	5.53211	4.8851	4.13406
38037	5.53226	4.88526	4.1342
38038	5.5324	4.88543	4.13434
38039	5.53255	4.88559	4.13448
38040	5.53269	4.88576	4.13462
38041	5.53284	4.88592	4.13476
38042	5.53298	4.88608	4.1349
38043	5.53313	4.88625	4.13504
38044	5.53328	4.88641	4.13518
38045	5.53342	4.88658	4.13531
38046	5.53357	4.88674	4.13545
38047	5.53371	4.88691	4.13559
38048	5.53386	4.88707	4.13573
38049	5.534	4.88723	4.13587
38050	5.53415	4.8874	4.13601
38051	5.53429	4.88756	4.13615
38052	5.53444	4.88773	4.13629
38053	5.53458	4.88789	4.13643
38054	5.53473	4.88806	4.13657
38055	5.53488	4.88822	4.13671
38056	5.53502	4.88838	4.13685
38057	5.53517	4.88855	4.13699
38058	5.53531	4.88871	4.13713
38059	5.53546	4.88888	4.13727
38060	5.5356	4.88904	4.13741
38061	5.53575	4.88921	4.13755
38062	5.53589	4.88937	4.13769
38063	5.53604	4.88953	4.13783
38064	5.53618	4.8897	4.13797
38065	5.53633	4.88986	4.13811
38066	5.53648	4.89003	4.13826
38067	5.53662	4.89019	4.1384
38068	5.53677	4.89036	4.13854
38069	5.53691	4.89052	4.13868
38070	5.53706	4.89069	4.13882
38071	5.5372	4.89085	4.13896
38072	5.53735	4.89102	4.1391
38073	5.53749	4.89118	4.13924
38074	5.53764	4.89135	4.13938
38075	5.53778	4.89151	4.13952
38076	5.53793	4.89167	4.13966
38077	5.53808	4.89184	4.1398
38078	5.53822	4.892	4.13994
38079	5.53837	4.89217	4.14008
38080	5.53851	4.89233	4.14022
38081	5.53866	4.8925	4.14036
38082	5.5388	4.89266	4.14051
38083	5.53895	4.89283	4.14065
38084	5.53909	4.89299	4.14079
38085	5.53924	4.89316	4.14093
38086	5.53938	4.89332	4.14107
38087	5.53953	4.89349	4.14121
38088	5.53968	4.89365	4.14135
38089	5.53982	4.89382	4.14149
38090	5.53997	4.89398	4.14163
38091	5.54011	4.89415	4.14177
38092	5.54026	4.89431	4.14192
38093	5.5404	4.89448	4.14206
38094	5.54055	4.89464	4.1422
38095	5.54069	4.89481	4.14234
38096	5.54084	4.89497	4.14248
38097	5.54098	4.89514	4.14262
38098	5.54113	4.8953	4.14276
38099	5.54127	4.89547	4.14291
38100	5.54142	4.89563	4.14305
38101	5.54157	4.8958	4.14319
38102	5.54171	4.89596	4.14333
38103	5.54186	4.89613	4.14347
38104	5.542	4.8963	4.14361
38105	5.54215	4.89646	4.14376
38106	5.54229	4.89663	4.1439
38107	5.54244	4.89679	4.14404
38108	5.54258	4.89696	4.14418
38109	5.54273	4.89712	4.14432
38110	5.54287	4.89729	4.14446
38111	5.54302	4.89745	4.14461
38112	5.54317	4.89762	4.14475
38113	5.54331	4.89778	4.14489
38114	5.54346	4.89795	4.14503
38115	5.5436	4.89811	4.14517
38116	5.54375	4.89828	4.14532
38117	5.54389	4.89845	4.14546
38118	5.54404	4.89861	4.1456
38119	5.54418	4.89878	4.14574
38120	5.54433	4.89894	4.14588
38121	5.54447	4.89911	4.14603
38122	5.54462	4.89927	4.14617
38123	5.54477	4.89944	4.14631
38124	5.54491	4.89961	4.14645
38125	5.54506	4.89977	4.1466
38126	5.5452	4.89994	4.14674
38127	5.54535	4.9001	4.14688
38128	5.54549	4.90027	4.14702
38129	5.54564	4.90043	4.14717
38130	5.54578	4.9006	4.14731
38131	5.54593	4.90077	4.14745
38132	5.54607	4.90093	4.14759
38133	5.54622	4.9011	4.14774
38134	5.54637	4.90126	4.14788
38135	5.54651	4.90143	4.14802
38136	5.54666	4.90159	4.14816
38137	5.5468	4.90176	4.14831
38138	5.54695	4.90193	4.14845
38139	5.54709	4.90209	4.14859
38140	5.54724	4.90226	4.14874
38141	5.54738	4.90242	4.14888
38142	5.54753	4.90259	4.14902
38143	5.54767	4.90276	4.14916
38144	5.54782	4.90292	4.14931
38145	5.54797	4.90309	4.14945
38146	5.54811	4.90326	4.14959
38147	5.54826	4.90342	4.14974
38148	5.5484	4.90359	4.14988
38149	5.54855	4.90375	4.15002
38150	5.54869	4.90392	4.15017
38151	5.54884	4.90409	4.15031
38152	5.54898	4.90425	4.15045
38153	5.54913	4.90442	4.1506
38154	5.54927	4.90459	4.15074
38155	5.54942	4.90475	4.15088
38156	5.54957	4.90492	4.15103
38157	5.54971	4.90508	4.15117
38158	5.54986	4.90525	4.15131
38159	5.55	4.90542	4.15146
38160	5.55015	4.90558	4.1516
38161	5.55029	4.90575	4.15174
38162	5.55044	4.90592	4.15189
38163	5.55058	4.90608	4.15203
38164	5.55073	4.90625	4.15218
38165	5.55087	4.90642	4.15232
38166	5.55102	4.90658	4.15246
38167	5.55117	4.90675	4.15261
38168	5.55131	4.90692	4.15275
38169	5.55146	4.90708	4.15289
38170	5.5516	4.90725	4.15304
38171	5.55175	4.90742	4.15318
38172	5.55189	4.90758	4.15333
38173	5.55204	4.90775	4.15347
38174	5.55218	4.90792	4.15362
38175	5.55233	4.90808	4.15376
38176	5.55247	4.90825	4.1539
38177	5.55262	4.90842	4.15405
38178	5.55277	4.90858	4.15419
38179	5.55291	4.90875	4.15434
38180	5.55306	4.90892	4.15448
38181	5.5532	4.90908	4.15462
38182	5.55335	4.90925	4.15477
38183	5.55349	4.90942	4.15491
38184	5.55364	4.90958	4.15506
38185	5.55378	4.90975	4.1552
38186	5.55393	4.90992	4.15535
38187	5.55407	4.91008	4.15549
38188	5.55422	4.91025	4.15564
38189	5.55436	4.91042	4.15578
38190	5.55451	4.91059	4.15593
38191	5.55466	4.91075	4.15607
38192	5.5548	4.91092	4.15621
38193	5.55495	4.91109	4.15636
38194	5.55509	4.91125	4.1565
38195	5.55524	4.91142	4.15665
38196	5.55538	4.91159	4.15679
38197	5.55553	4.91176	4.15694
38198	5.55567	4.91192	4.15708
38199	5.55582	4.91209	4.15723
38200	5.55596	4.91226	4.15737
38201	5.55611	4.91242	4.15752
38202	5.55626	4.91259	4.15766
38203	5.5564	4.91276	4.15781
38204	5.55655	4.91293	4.15795
38205	5.55669	4.91309	4.1581
38206	5.55684	4.91326	4.15824
38207	5.55698	4.91343	4.15839
38208	5.55713	4.9136	4.15854
38209	5.55727	4.91376	4.15868
38210	5.55742	4.91393	4.15883
38211	5.55756	4.9141	4.15897
38212	5.55771	4.91427	4.15912
38213	5.55786	4.91443	4.15926
38214	5.558	4.9146	4.15941
38215	5.55815	4.91477	4.15955
38216	5.55829	4.91494	4.1597
38217	5.55844	4.9151	4.15984
38218	5.55858	4.91527	4.15999
38219	5.55873	4.91544	4.16014
38220	5.55887	4.91561	4.16028
38221	5.55902	4.91577	4.16043
38222	5.55916	4.91594	4.16057
38223	5.55931	4.91611	4.16072
38224	5.55946	4.91628	4.16087
38225	5.5596	4.91644	4.16101
38226	5.55975	4.91661	4.16116
38227	5.55989	4.91678	4.1613
38228	5.56004	4.91695	4.16145
38229	5.56018	4.91712	4.1616
38230	5.56033	4.91728	4.16174
38231	5.56047	4.91745	4.16189
38232	5.56062	4.91762	4.16203
38233	5.56076	4.91779	4.16218
38234	5.56091	4.91796	4.16233
38235	5.56106	4.91812	4.16247
38236	5.5612	4.91829	4.16262
38237	5.56135	4.91846	4.16276
38238	5.56149	4.91863	4.16291
38239	5.56164	4.9188	4.16306
38240	5.56178	4.91896	4.1632
38241	5.56193	4.91913	4.16335
38242	5.56207	4.9193	4.1635
38243	5.56222	4.91947	4.16364
38244	5.56236	4.91964	4.16379
38245	5.56251	4.9198	4.16394
38246	5.56266	4.91997	4.16408
38247	5.5628	4.92014	4.16423
38248	5.56295	4.92031	4.16438
38249	5.56309	4.92048	4.16452
38250	5.56324	4.92065	4.16467
38251	5.56338	4.92081	4.16482
38252	5.56353	4.92098	4.16496
38253	5.56367	4.92115	4.16511
38254	5.56382	4.92132	4.16526
38255	5.56396	4.92149	4.16541
38256	5.56411	4.92166	4.16555
38257	5.56426	4.92182	4.1657
38258	5.5644	4.92199	4.16585
38259	5.56455	4.92216	4.16599
38260	5.56469	4.92233	4.16614
38261	5.56484	4.9225	4.16629
38262	5.56498	4.92267	4.16644
38263	5.56513	4.92284	4.16658
38264	5.56527	4.923	4.16673
38265	5.56542	4.92317	4.16688
38266	5.56556	4.92334	4.16703
38267	5.56571	4.92351	4.16717
38268	5.56585	4.92368	4.16732
38269	5.566	4.92385	4.16747
38270	5.56615	4.92402	4.16762
38271	5.56629	4.92418	4.16776
38272	5.56644	4.92435	4.16791
38273	5.56658	4.92452	4.16806
38274	5.56673	4.92469	4.16821
38275	5.56687	4.92486	4.16835
38276	5.56702	4.92503	4.1685
38277	5.56716	4.9252	4.16865
38278	5.56731	4.92537	4.1688
38279	5.56745	4.92554	4.16895
38280	5.5676	4.9257	4.16909
38281	5.56775	4.92587	4.16924
38282	5.56789	4.92604	4.16939
38283	5.56804	4.92621	4.16954
38284	5.56818	4.92638	4.16969
38285	5.56833	4.92655	4.16983
38286	5.56847	4.92672	4.16998
38287	5.56862	4.92689	4.17013
38288	5.56876	4.92706	4.17028
38289	5.56891	4.92723	4.17043
38290	5.56905	4.92739	4.17057
38291	5.5692	4.92756	4.17072
38292	5.56935	4.92773	4.17087
38293	5.56949	4.9279	4.17102
38294	5.56964	4.92807	4.17117
38295	5.56978	4.92824	4.17132
38296	5.56993	4.92841	4.17147
38297	5.57007	4.92858	4.17161
38298	5.57022	4.92875	4.17176
38299	5.57036	4.92892	4.17191
38300	5.57051	4.92909	4.17206
38301	5.57065	4.92926	4.17221
38302	5.5708	4.92943	4.17236
38303	5.57095	4.9296	4.17251
38304	5.57109	4.92976	4.17265
38305	5.57124	4.92993	4.1728
38306	5.57138	4.9301	4.17295
38307	5.57153	4.93027	4.1731
38308	5.57167	4.93044	4.17325
38309	5.57182	4.93061	4.1734
38310	5.57196	4.93078	4.17355
38311	5.57211	4.93095	4.1737
38312	5.57225	4.93112	4.17385
38313	5.5724	4.93129	4.174
38314	5.57255	4.93146	4.17415
38315	5.57269	4.93163	4.17429
38316	5.57284	4.9318	4.17444
38317	5.57298	4.93197	4.17459
38318	5.57313	4.93214	4.17474
38319	5.57327	4.93231	4.17489
38320	5.57342	4.93248	4.17504
38321	5.57356	4.93265	4.17519
38322	5.57371	4.93282	4.17534
38323	5.57385	4.93299	4.17549
38324	5.574	4.93316	4.17564
38325	5.57415	4.93333	4.17579
38326	5.57429	4.9335	4.17594
38327	5.57444	4.93367	4.17609
38328	5.57458	4.93384	4.17624
38329	5.57473	4.93401	4.17639
38330	5.57487	4.93418	4.17654
38331	5.57502	4.93435	4.17669
38332	5.57516	4.93452	4.17684
38333	5.57531	4.93469	4.17699
38334	5.57545	4.93486	4.17714
38335	5.5756	4.93503	4.17729
38336	5.57575	4.9352	4.17744
38337	5.57589	4.93537	4.17759
38338	5.57604	4.93554	4.17774
38339	5.57618	4.93571	4.17789
38340	5.57633	4.93588	4.17804
38341	5.57647	4.93605	4.17819
38342	5.57662	4.93622	4.17834
38343	5.57676	4.93639	4.17849
38344	5.57691	4.93656	4.17864
38345	5.57705	4.93673	4.17879
38346	5.5772	4.9369	4.17894
38347	5.57735	4.93707	4.17909
38348	5.57749	4.93724	4.17924
38349	5.57764	4.93741	4.17939
38350	5.57778	4.93758	4.17954
38351	5.57793	4.93775	4.17969
38352	5.57807	4.93792	4.17984
38353	5.57822	4.93809	4.17999
38354	5.57836	4.93826	4.18015
38355	5.57851	4.93843	4.1803
38356	5.57865	4.93861	4.18045
38357	5.5788	4.93878	4.1806
38358	5.57894	4.93895	4.18075
38359	5.57909	4.93912	4.1809
38360	5.57924	4.93929	4.18105
38361	5.57938	4.93946	4.1812
38362	5.57953	4.93963	4.18135
38363	5.57967	4.9398	4.1815
38364	5.57982	4.93997	4.18165
38365	5.57996	4.94014	4.18181
38366	5.58011	4.94031	4.18196
38367	5.58025	4.94048	4.18211
38368	5.5804	4.94065	4.18226
38369	5.58054	4.94082	4.18241
38370	5.58069	4.941	4.18256
38371	5.58084	4.94117	4.18271
38372	5.58098	4.94134	4.18287
38373	5.58113	4.94151	4.18302
38374	5.58127	4.94168	4.18317
38375	5.58142	4.94185	4.18332
38376	5.58156	4.94202	4.18347
38377	5.58171	4.94219	4.18362
38378	5.58185	4.94236	4.18377
38379	5.582	4.94253	4.18393
38380	5.58214	4.94271	4.18408
38381	5.58229	4.94288	4.18423
38382	5.58244	4.94305	4.18438
38383	5.58258	4.94322	4.18453
38384	5.58273	4.94339	4.18469
38385	5.58287	4.94356	4.18484
38386	5.58302	4.94373	4.18499
38387	5.58316	4.9439	4.18514
38388	5.58331	4.94407	4.18529
38389	5.58345	4.94425	4.18545
38390	5.5836	4.94442	4.1856
38391	5.58374	4.94459	4.18575
38392	5.58389	4.94476	4.1859
38393	5.58404	4.94493	4.18605
38394	5.58418	4.9451	4.18621
38395	5.58433	4.94527	4.18636
38396	5.58447	4.94545	4.18651
38397	5.58462	4.94562	4.18666
38398	5.58476	4.94579	4.18682
38399	5.58491	4.94596	4.18697
38400	5.58505	4.94613	4.18712
38401	5.5852	4.9463	4.18727
38402	5.58534	4.94647	4.18743
38403	5.58549	4.94665	4.18758
38404	5.58564	4.94682	4.18773
38405	5.58578	4.94699	4.18789
38406	5.58593	4.94716	4.18804
38407	5.58607	4.94733	4.18819
38408	5.58622	4.9475	4.18834
38409	5.58636	4.94768	4.1885
38410	5.58651	4.94785	4.18865
38411	5.58665	4.94802	4.1888
38412	5.5868	4.94819	4.18896
38413	5.58694	4.94836	4.18911
38414	5.58709	4.94854	4.18926
38415	5.58724	4.94871	4.18941
38416	5.58738	4.94888	4.18957
38417	5.58753	4.94905	4.18972
38418	5.58767	4.94922	4.18987
38419	5.58782	4.94939	4.19003
38420	5.58796	4.94957	4.19018
38421	5.58811	4.94974	4.19033
38422	5.58825	4.94991	4.19049
38423	5.5884	4.95008	4.19064
38424	5.58854	4.95025	4.19079
38425	5.58869	4.95043	4.19095
38426	5.58884	4.9506	4.1911
38427	5.58898	4.95077	4.19126
38428	5.58913	4.95094	4.19141
38429	5.58927	4.95112	4.19156
38430	5.58942	4.95129	4.19172
38431	5.58956	4.95146	4.19187
38432	5.58971	4.95163	4.19202
38433	5.58985	4.9518	4.19218
38434	5.59	4.95198	4.19233
38435	5.59014	4.95215	4.19249
38436	5.59029	4.95232	4.19264
38437	5.59044	4.95249	4.19279
38438	5.59058	4.95267	4.19295
38439	5.59073	4.95284	4.1931
38440	5.59087	4.95301	4.19326
38441	5.59102	4.95318	4.19341
38442	5.59116	4.95336	4.19356
38443	5.59131	4.95353	4.19372
38444	5.59145	4.9537	4.19387
38445	5.5916	4.95387	4.19403
38446	5.59174	4.95405	4.19418
38447	5.59189	4.95422	4.19434
38448	5.59203	4.95439	4.19449
38449	5.59218	4.95456	4.19465
38450	5.59233	4.95474	4.1948
38451	5.59247	4.95491	4.19495
38452	5.59262	4.95508	4.19511
38453	5.59276	4.95525	4.19526
38454	5.59291	4.95543	4.19542
38455	5.59305	4.9556	4.19557
38456	5.5932	4.95577	4.19573
38457	5.59334	4.95595	4.19588
38458	5.59349	4.95612	4.19604
38459	5.59363	4.95629	4.19619
38460	5.59378	4.95646	4.19635
38461	5.59393	4.95664	4.1965
38462	5.59407	4.95681	4.19666
38463	5.59422	4.95698	4.19681
38464	5.59436	4.95716	4.19697
38465	5.59451	4.95733	4.19712
38466	5.59465	4.9575	4.19728
38467	5.5948	4.95767	4.19743
38468	5.59494	4.95785	4.19759
38469	5.59509	4.95802	4.19774
38470	5.59523	4.95819	4.1979
38471	5.59538	4.95837	4.19805
38472	5.59553	4.95854	4.19821
38473	5.59567	4.95871	4.19837
38474	5.59582	4.95889	4.19852
38475	5.59596	4.95906	4.19868
38476	5.59611	4.95923	4.19883
38477	5.59625	4.95941	4.19899
38478	5.5964	4.95958	4.19914
38479	5.59654	4.95975	4.1993
